"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"20002_1623","Non-cancer illness code, self-reported: tennis elbow / lateral epicondylitis","binary",361141,53,360950,191
"20002_1502","Non-cancer illness code, self-reported: appendicitis","binary",361141,53,358083,3058
"20002_1297","Non-cancer illness code, self-reported: muscle/soft tissue problem","binary",361141,53,358279,2862
"20002_1291","Non-cancer illness code, self-reported: mania/bipolar disorder/manic depression","binary",361141,53,360133,1008
"20002_1415","Non-cancer illness code, self-reported: ear/vestibular disorder","binary",361141,53,358038,3103
"20002_1467","Non-cancer illness code, self-reported: other joint disorder","binary",361141,53,358865,2276
"20002_1646","Non-cancer illness code, self-reported: fracture vertebra / crush fracture / vertebral collapse","binary",361141,53,360866,275
"20002_1407","Non-cancer illness code, self-reported: burns","binary",361141,53,360803,338
"20002_1434","Non-cancer illness code, self-reported: other neurological problem","binary",361141,53,359633,1508
"20002_1251","Non-cancer illness code, self-reported: spinal cord disorder","binary",361141,53,360779,362
"20002_1295","Non-cancer illness code, self-reported: joint disorder","binary",361141,53,359398,1743
"20002_1545","Non-cancer illness code, self-reported: neck problem/injury","binary",361141,53,360824,317
"20002_1482","Non-cancer illness code, self-reported: chronic fatigue syndrome","binary",361141,53,359482,1659
"20002_1157","Non-cancer illness code, self-reported: non-infective hepatitis","binary",361141,53,360767,374
"20002_1190","Non-cancer illness code, self-reported: peritonitis","binary",361141,53,359880,1261
"20002_1538","Non-cancer illness code, self-reported: arthritis (nos)","binary",361141,53,358354,2787
"20002_1274","Non-cancer illness code, self-reported: eye infection","binary",361141,53,360782,359
"20002_1637","Non-cancer illness code, self-reported: fracture wrist / colles fracture","binary",361141,53,360302,839
"20002_1513","Non-cancer illness code, self-reported: inguinal hernia","binary",361141,53,359644,1497
"20002_1412","Non-cancer illness code, self-reported: bronchitis","binary",361141,53,358460,2681
"20002_1381","Non-cancer illness code, self-reported: systemic lupus erythematosis/sle","binary",361141,53,360726,415
"20002_1617","Non-cancer illness code, self-reported: osteopenia","binary",361141,53,360242,899
"20002_1408","Non-cancer illness code, self-reported: alcohol dependency","binary",361141,53,360580,561
"20002_1620","Non-cancer illness code, self-reported: bursitis","binary",361141,53,361036,105
"20002_1258","Non-cancer illness code, self-reported: chronic/degenerative neurological problem","binary",361141,53,361017,124
"20002_1464","Non-cancer illness code, self-reported: rheumatoid arthritis","binary",361141,53,357124,4017
"20002_1066","Non-cancer illness code, self-reported: heart/cardiac problem","binary",361141,53,359965,1176
"20002_1125","Non-cancer illness code, self-reported: pleurisy","binary",361141,53,359921,1220
"20002_1459","Non-cancer illness code, self-reported: colitis/not crohns or ulcerative colitis","binary",361141,53,360182,959
"20002_1282","Non-cancer illness code, self-reported: retinal artery/vein occlusion","binary",361141,53,360969,172
"20002_1293","Non-cancer illness code, self-reported: bone disorder","binary",361141,53,360314,827
"20002_1224","Non-cancer illness code, self-reported: thyroid problem (not cancer)","binary",361141,53,360182,959
"20002_1563","Non-cancer illness code, self-reported: urticaria","binary",361141,53,360912,229
"20002_1142","Non-cancer illness code, self-reported: gastric/stomach ulcers","binary",361141,53,358579,2562
"20002_1406","Non-cancer illness code, self-reported: muscle or soft tissue injuries","binary",361141,53,358488,2653
"20002_1629","Non-cancer illness code, self-reported: fracture face / orbit / eye socket","binary",361141,53,360993,148
"20002_1417","Non-cancer illness code, self-reported: nasal polyps","binary",361141,53,359554,1587
"20002_1086","Non-cancer illness code, self-reported: subarachnoid haemorrhage","binary",361141,53,360804,337
"20002_1277","Non-cancer illness code, self-reported: glaucoma","binary",361141,53,357355,3786
"20002_1077","Non-cancer illness code, self-reported: heart arrhythmia","binary",361141,53,359128,2013
"20002_1657","Non-cancer illness code, self-reported: septicaemia / sepsis","binary",361141,53,360903,238
"20002_1114","Non-cancer illness code, self-reported: bronchiectasis","binary",361141,53,360265,876
"20002_1289","Non-cancer illness code, self-reported: schizophrenia","binary",361141,53,360750,391
"20002_1455","Non-cancer illness code, self-reported: chronic skin ulcers","binary",361141,53,361018,123
"20002_1530","Non-cancer illness code, self-reported: iritis","binary",361141,53,360986,155
"20002_1139","Non-cancer illness code, self-reported: oesophagitis/barretts oesophagus","binary",361141,53,359997,1144
"20002_1112","Non-cancer illness code, self-reported: chronic obstructive airways disease/copd","binary",361141,53,359856,1285
"20002_1082","Non-cancer illness code, self-reported: transient ischaemic attack (tia)","binary",361141,53,359772,1369
"20002_1202","Non-cancer illness code, self-reported: urinary frequency / incontinence","binary",361141,53,359889,1252
"20002_1255","Non-cancer illness code, self-reported: peripheral neuropathy","binary",361141,53,360621,520
"20002_1526","Non-cancer illness code, self-reported: polio / poliomyelitis","binary",361141,53,360885,256
"20002_1134","Non-cancer illness code, self-reported: oesophageal disorder","binary",361141,53,360922,219
"20002_1371","Non-cancer illness code, self-reported: sarcoidosis","binary",361141,53,360436,705
"20002_1626","Non-cancer illness code, self-reported: fracture skull / head","binary",361141,53,360873,268
"20002_1572","Non-cancer illness code, self-reported: whooping cough / pertussis","binary",361141,53,360734,407
"20002_1472","Non-cancer illness code, self-reported: emphysema","binary",361141,53,360991,150
"20002_1266","Non-cancer illness code, self-reported: head injury","binary",361141,53,359911,1230
"20002_1660","Non-cancer illness code, self-reported: rosacea","binary",361141,53,360556,585
"20002_1386","Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug","binary",361141,53,357886,3255
"20002_1542","Non-cancer illness code, self-reported: fibromyalgia","binary",361141,53,360608,533
"20002_1072","Non-cancer illness code, self-reported: essential hypertension","binary",361141,53,359483,1658
"20002_1440","Non-cancer illness code, self-reported: tuberculosis (tb)","binary",361141,53,359373,1768
"20002_1479","Non-cancer illness code, self-reported: rheumatic fever","binary",361141,53,360080,1061
"20002_1639","Non-cancer illness code, self-reported: fracture finger","binary",361141,53,360743,398
"20002_1625","Non-cancer illness code, self-reported: cellulitis","binary",361141,53,360909,232
"20002_1281","Non-cancer illness code, self-reported: retinal detachment","binary",361141,53,359922,1219
"20002_1644","Non-cancer illness code, self-reported: fracture rib","binary",361141,53,360773,368
"20002_1619","Non-cancer illness code, self-reported: tendonitis / tendinitis / tenosynovitis","binary",361141,53,360925,216
"20002_1143","Non-cancer illness code, self-reported: gastritis/gastric erosions","binary",361141,53,360575,566
"20002_1430","Non-cancer illness code, self-reported: hypopituitarism","binary",361141,53,361008,133
"20002_1477","Non-cancer illness code, self-reported: psoriatic arthropathy","binary",361141,53,360429,712
"20002_1571","Non-cancer illness code, self-reported: chickenpox","binary",361141,53,359701,1440
"20002_1413","Non-cancer illness code, self-reported: nasal/sinus disorder","binary",361141,53,359745,1396
"20002_1079","Non-cancer illness code, self-reported: cardiomyopathy","binary",361141,53,360830,311
"20002_1267","Non-cancer illness code, self-reported: spinal injury","binary",361141,53,360558,583
"20002_1288","Non-cancer illness code, self-reported: nervous breakdown","binary",361141,53,360573,568
"20002_1442","Non-cancer illness code, self-reported: helicobacter pylori","binary",361141,53,360136,1005
"20002_1137","Non-cancer illness code, self-reported: other abdominal problem","binary",361141,53,360719,422
"20002_1327","Non-cancer illness code, self-reported: low platelets/platelet disorder","binary",361141,53,360827,314
"20002_1158","Non-cancer illness code, self-reported: liver failure/cirrhosis","binary",361141,53,360877,264
"20002_1115","Non-cancer illness code, self-reported: interstitial lung disease","binary",361141,53,361020,121
"20002_1652","Non-cancer illness code, self-reported: fracture tibia","binary",361141,53,360697,444
"20002_1570","Non-cancer illness code, self-reported: rubella / german measles","binary",361141,53,360698,443
"20002_1535","Non-cancer illness code, self-reported: scoliosis","binary",361141,53,360894,247
"20002_1250","Non-cancer illness code, self-reported: bell's palsy/facial nerve palsy","binary",361141,53,360783,358
"20002_1537","Non-cancer illness code, self-reported: joint pain","binary",361141,53,359932,1209
"20002_1279","Non-cancer illness code, self-reported: eye trauma","binary",361141,53,360599,542
"20002_1534","Non-cancer illness code, self-reported: back pain","binary",361141,53,359204,1937
"20002_1585","Non-cancer illness code, self-reported: mitral regurgitation / incompetence","binary",361141,53,361034,107
"20002_1384","Non-cancer illness code, self-reported: scleroderma/systemic sclerosis","binary",361141,53,361020,121
"20002_1373","Non-cancer illness code, self-reported: connective tissue disorder","binary",361141,53,360986,155
"20002_1451","Non-cancer illness code, self-reported: hereditary/genetic haematological disorder","binary",361141,53,360825,316
"20002_1155","Non-cancer illness code, self-reported: hepatitis","binary",361141,53,360745,396
"20002_1505","Non-cancer illness code, self-reported: haemorrhoids / piles","binary",361141,53,360182,959
"20002_1446","Non-cancer illness code, self-reported: anaemia","binary",361141,53,360539,602
"20002_1196","Non-cancer illness code, self-reported: urinary tract infection/kidney infection","binary",361141,53,359443,1698
"20002_1087","Non-cancer illness code, self-reported: leg claudication/ intermittent claudication","binary",361141,53,360864,277
"20002_1510","Non-cancer illness code, self-reported: dyspepsia / indigestion","binary",361141,53,360686,455
"20002_1262","Non-cancer illness code, self-reported: parkinsons disease","binary",361141,53,360489,652
"20002_1633","Non-cancer illness code, self-reported: fracture upper arm / humerus / elbow","binary",361141,53,360377,764
"20002_1656","Non-cancer illness code, self-reported: fracture toe","binary",361141,53,360891,250
"20002_1628","Non-cancer illness code, self-reported: fracture nose","binary",361141,53,360647,494
"20002_1123","Non-cancer illness code, self-reported: sleep apnoea","binary",361141,53,359978,1163
"20002_1508","Non-cancer illness code, self-reported: jaundice (unknown cause)","binary",361141,53,360845,296
"20002_1540","Non-cancer illness code, self-reported: plantar fascitis","binary",361141,53,360995,146
"20002_1487","Non-cancer illness code, self-reported: svt / supraventricular tachycardia","binary",361141,53,360952,189
"20002_1532","Non-cancer illness code, self-reported: disc problem","binary",361141,53,360812,329
"20002_1567","Non-cancer illness code, self-reported: infectious mononucleosis / glandular fever / epstein barr virus (ebv)","binary",361141,53,360677,464
"20002_1610","Non-cancer illness code, self-reported: thyroid goitre","binary",361141,53,360794,347
"20002_1249","Non-cancer illness code, self-reported: cranial nerve problem/palsy","binary",361141,53,360909,232
"20002_1528","Non-cancer illness code, self-reported: macular degeneration","binary",361141,53,360929,212
"20002_1200","Non-cancer illness code, self-reported: ureteric obstruction/hydronephrosis","binary",361141,53,360888,253
